Id,Label,Name,number.links,total.link.strength,documents,citations,degree,n.betweeness
2458,"williams, samual t.",,8,8,1,6,8,0
2494,"wulff, marissa",,8,8,1,0,8,0
2504,"yamane, yumi",,8,8,1,1,8,0
1807,"porter, william f.",,7,7,3,5,7,0.004588
183,"betts, matthew g.",,7,7,4,258,7,0.004327
681,"ferreras, pablo",,7,8,2,38,7,0.003793
1519,"monterroso, pedro",,7,8,2,38,7,0.003793
1545,"mosher, brittany a.",,7,7,2,22,7,0.00282
1418,"masozera, m. k.",,7,9,2,28,7,0.00194
1522,"moore, j. f.",,7,9,2,28,7,0.00194
1556,"mulindahabi, f.",,7,9,2,28,7,0.00194
2222,"swihart, robert k.",,7,8,4,140,7,0.001806
2072,"semlitsch, r. d.",,7,8,3,109,7,0.00173
1031,"ivan, jacob s.",,7,9,3,18,7,0.000898
261,"branch, lyn c.",,7,7,2,43,7,0.00077
2026,"saunders, sarah p.",,7,7,2,34,7,0.00077
1082,"joshi, atul a.",,7,10,2,34,7,0.000394
1344,"madhusudan, m. d.",,7,13,3,74,7,0.000394
1787,"pillay, rajeev",,7,13,3,74,7,0.000394
1514,"monadjem, a.",,7,8,2,19,7,0.000387
1733,"paula goijman, andrea",,7,7,2,35,7,0.000285
1321,"luther, david a.",,7,8,2,12,7,0.00017
1254,"leu, matthias",,7,9,2,10,7,0.000062
2040,"scherer, rick d.",,7,9,2,10,7,0.000062
1251,"lesmeister, damon b.",,7,9,3,134,7,0.000034
2501,"yackulic, charles b.",,7,8,2,34,7,0.000023
2540,"zuckerberg, benjamin",,7,7,2,88,7,0.000006
1526,"moral, rafael a.",,7,7,2,3,7,0.000004
1769,"peterman, william e.",,7,8,3,40,7,0.000004
102,"bajaru, sameer b.",,7,7,2,7,7,0.000003
677,"ferreguetti, atilla colombo",,7,10,3,34,7,0.000003
2027,"savini, tommaso",,7,7,2,10,7,0.000003
971,"hofmeester, tim r.",,7,7,2,18,7,0.000002
195,"bishop, andrew a.",,7,8,2,11,7,0.000001
710,"fontaine, joseph j.",,7,8,2,11,7,0.000001
24,"alaniz, alberto j.",,7,7,1,2,7,0
44,"ambu, laurentius",,7,7,1,96,7,0
45,"amburgey, staci m.",,7,7,1,4,7,0
56,"anderson, jesse",,7,7,1,96,7,0
64,"andrianjakarivelo, vonjy",,7,11,2,27,7,0
76,"ares-pereira, guilherme",,7,7,1,0,7,0
95,"ayala, guido",,7,7,1,1,7,0
98,"bai, linzhuang",,7,7,1,0,7,0
104,"baker-whatton, megan c.",,7,7,1,37,7,0
143,"baumann, matthias",,7,12,2,29,7,0
168,"bennett, ruth e.",,7,7,1,2,7,0
213,"blangiardo, marta",,7,7,1,7,7,0
237,"bonneau, mathieu",,7,7,1,18,7,0
244,"borkhataria, rena r.",,7,7,1,18,7,0
295,"brussee, brianne e.",,7,7,1,11,7,0
317,"cabello, javier",,7,7,1,2,7,0
328,"camino, micaela",,7,12,2,29,7,0
330,"campbell, ruairidh d.",,7,7,1,12,7,0
336,"caputo, beniamino",,7,7,1,7,7,0
360,"castro, guilherme",,7,7,1,0,7,0
375,"chandra, kailash",,7,7,1,1,7,0
528,"delaney, katy s.",,7,7,1,4,7,0
529,"delehanty, david j.",,7,7,1,11,7,0
530,"della torre, alessandra",,7,7,1,7,7,0
554,"diao, yixin",,7,7,1,0,7,0
615,"eames, jonathan c.",,7,7,1,1,7,0
635,"er, kenneth b. h.",,7,7,1,1,7,0
671,"feng, jiawei",,7,7,1,7,7,0
680,"ferreira, marco a. r.",,7,7,1,103,7,0
688,"filipponi, federico",,7,7,1,7,7,0
697,"fitkin, scott",,7,7,1,8,7,0
719,"foster, lee j.",,7,7,1,11,7,0
763,"garcia, emilio j.",,7,7,1,10,7,0
766,"garcia-dominguez, francisco",,7,7,1,10,7,0
806,"giordano, anthony j.",,7,8,2,133,7,0
825,"gomez, camila",,7,7,1,2,7,0
829,"gomez-valencia, bibiana",,7,12,2,29,7,0
848,"gray, thomas n. e.",,7,7,1,1,7,0
861,"gu, bojian",,7,7,1,0,7,0
911,"hathaway, stacie a.",,7,7,1,4,7,0
948,"hetherington, david a.",,7,7,1,12,7,0
952,"hidalgo-hermoso, ezequiel",,7,7,1,2,7,0
990,"howe, kristy b.",,7,7,1,11,7,0
1035,"jackson, craig r.",,7,7,1,8,7,0
1037,"jackson, pat j.",,7,7,1,11,7,0
1071,"johnson, paul j.",,7,7,1,12,7,0
1083,"joshi, bheem dutt",,7,7,1,1,7,0
1141,"khoo, max d. y.",,7,7,1,1,7,0
1148,"kilshaw, kerry",,7,7,1,12,7,0
1154,"king, travis w.",,7,7,1,8,7,0
1161,"kitchener, andrew c.",,7,7,1,12,7,0
1236,"lee, benjamin p. y-h",,7,7,1,1,7,0
1259,"li, hailong",,7,7,1,7,7,0
1266,"lim, bryan t. m.",,7,7,1,1,7,0
1268,"lima, catia",,7,7,1,0,7,0
1272,"lindeman, michael",,7,7,1,7,7,0
1285,"llaneza, luis",,7,7,1,10,7,0
1292,"loman, zachary g.",,7,7,1,8,7,0
1296,"loo, adrian h. b.",,7,7,1,1,7,0
1304,"loveridge, robin",,7,7,1,1,7,0
1306,"loy, rebecca h. y.",,7,7,1,1,7,0
1308,"lua, h. k.",,7,7,1,1,7,0
1345,"madsen, emily k.",,7,8,2,12,7,0
1350,"magalhaes, ana",,7,7,1,0,7,0
1361,"mahood, simon p.",,7,7,1,1,7,0
1376,"manica, mattia",,7,7,1,7,7,0
1388,"mariano gonzalez, luis",,7,7,1,10,7,0
1393,"marquez, robert",,7,7,1,1,7,0
1416,"masenga, emmanuel h.",,7,7,1,8,7,0
1426,"matthews, john",,7,7,1,7,7,0
1434,"may, roel f.",,7,7,1,8,7,0
1462,"mcphee, steven r.",,7,7,1,7,7,0
1472,"meneses, luis o.",,7,7,1,2,7,0
1486,"miller, darren a.",,7,7,1,8,7,0
1505,"mjingo, ernest e.",,7,7,1,8,7,0
1509,"mohd-azlan, jayasilan",,7,7,1,96,7,0
1531,"moreira-arce, dario",,7,7,1,2,7,0
1544,"moser, ann m.",,7,7,1,11,7,0
1555,"mukherjee, tanoy",,7,7,1,1,7,0
1560,"munoz-igualada, jaime",,7,7,1,10,7,0
1566,"murphy, asia j.",,7,11,2,27,7,0
1590,"negroes, nuno",,7,7,1,1,7,0
1597,"newbold, tim",,7,7,1,20,7,0
1623,"norambuena, katherine",,7,7,1,2,7,0
1704,"palacios, vicente",,7,7,1,10,7,0
1762,"perez-hernandez, christian g.",,7,7,1,2,7,0
1766,"perry, roger w.",,7,7,1,17,7,0
1790,"pinheiro, marcell soares",,7,7,1,20,7,0
1845,"rabelo oliveira, marcelo juliano",,7,7,1,20,7,0
1862,"ransom, jason i.",,7,7,1,8,7,0
1886,"reinaga, ariel",,7,7,1,1,7,0
1888,"ren, you",,7,7,1,17,7,0
1898,"rice, robert a.",,7,7,1,2,7,0
1908,"riffell, samuel k.",,7,7,1,8,7,0
1910,"riley, seth p. d.",,7,7,1,4,7,0
1933,"rochester, carlton j.",,7,7,1,4,7,0
1948,"rohrer, john",,7,7,1,8,7,0
1959,"rosa, roberto",,7,7,1,7,7,0
1960,"rosalino, luis miguel",,7,7,1,0,7,0
1967,"roskaft, eivin",,7,7,1,8,7,0
1993,"ryan, gerard edward",,7,7,1,1,7,0
1994,"ryder, t. brandt",,7,7,1,2,7,0
2060,"screti, alessia",,7,7,1,7,7,0
2061,"scroggie, michael p.",,7,7,1,7,7,0
2087,"sharief, amira",,7,7,1,1,7,0
2120,"singh, hemant",,7,7,1,1,7,0
2121,"singh, inder",,7,7,1,1,7,0
2144,"soh, malcolm c. k.",,7,7,1,1,7,0
2146,"solimini, angelo",,7,7,1,7,7,0
2166,"stamation, kasey a.",,7,7,1,7,7,0
2195,"strindberg, samantha",,7,7,1,1,7,0
2197,"stuart, ivor g.",,7,7,1,7,7,0
2206,"sum, phearun",,7,7,1,1,7,0
2209,"sun, yifei",,7,7,1,7,7,0
2243,"teixeira, daniela",,7,7,1,0,7,0
2255,"thakur, mukesh",,7,7,1,1,7,0
2262,"thill, ronald e.",,7,7,1,17,7,0
2277,"tian, siyuan",,7,7,1,0,7,0
2290,"torres, rita tinoco",,7,7,1,0,7,0
2313,"udell, brad j.",,7,7,1,18,7,0
2360,"vergara, pablo m.",,7,7,1,2,7,0
2366,"vicente lopez-bao, jose",,7,7,1,10,7,0
2370,"vilella, francisco j.",,7,7,1,8,7,0
2374,"viscarra, maria",,7,7,1,1,7,0
2383,"vynne, carly",,7,7,1,8,7,0
2389,"wallace, robert",,7,7,1,1,7,0
2427,"weng, yue",,7,7,1,0,7,0
2433,"wheat, bradley r.",,7,7,1,8,7,0
2438,"white, don, jr.",,7,7,1,17,7,0
2446,"wigley, t. bently",,7,7,1,17,7,0
2497,"xiao, yuqi",,7,7,1,7,7,0
2525,"zhang, dandan",,7,7,1,7,7,0
2527,"zhang, zhuojin",,7,7,1,0,7,0
2528,"zhao, qianqian",,7,7,1,0,7,0
349,"carroll, john p.",,6,6,2,32,6,0.005282
2089,"shea, c. p.",,6,8,3,21,6,0.001538
1750,"pejchar, liba",,6,6,2,41,6,0.001155
1655,"oberosler, v.",,6,10,3,24,6,0.000316
81,"arroyo, beatriz",,6,8,2,6,6,0.000256
318,"cabodevilla, xabier",,6,8,2,6,6,0.000256
2489,"wright, alexander d.",,6,8,2,6,6,0.000256
2302,"truex, richard l.",,6,10,3,25,6,0.000129
1491,"mills, david r.",,6,8,2,41,6,0.000124
2128,"slotow, rob",,6,8,2,41,6,0.000124
432,"contreras, facundo",,6,9,2,2,6,0.000097
1246,"leon-ortega, mario",,6,8,2,23,6,0.000017
350,"carter, neil",,6,6,2,19,6,0.000008
1273,"linden, daniel w.",,6,8,3,57,6,0.000007
109,"baldwin, robert f.",,6,10,4,28,6,0.000005
578,"downs, c. t.",,6,7,3,53,6,0.000003
1929,"robinson, scott k.",,6,6,2,28,6,0.000003
300,"buehler, david a.",,6,6,2,34,6,0.000002
746,"fyumagwa, robert",,6,10,2,21,6,0.000002
873,"guzy, jacquelyn c.",,6,8,2,13,6,0.000002
883,"halloran, kelly m.",,6,8,2,13,6,0.000002
1573,"mwampeta, stanslaus b.",,6,10,2,21,6,0.000002
2462,"willson, john d.",,6,8,2,13,6,0.000002
175,"bergamini, ariel",,6,7,2,4,6,0.000001
445,"cooper, robert j.",,6,7,2,106,6,0.000001
454,"costa, andrea",,6,10,4,26,6,0.000001
1529,"mordecai, rua s.",,6,7,2,106,6,0.000001
2006,"salvidio, sebastiano",,6,10,4,26,6,0.000001
2451,"wilkerson, robert l.",,6,7,2,60,6,0.000001
8,"adams, amy a. yackel",,6,6,1,2,6,0
10,"adams, michael j.",,6,10,2,14,6,0
31,"alexsander, j. s.",,6,6,1,4,6,0
35,"allender, matthew c.",,6,6,1,27,6,0
59,"andren, henrik",,6,6,1,6,6,0
97,"bagnall, keith e.",,6,6,1,1,6,0
108,"baldwin, jim",,6,6,1,13,6,0
125,"barnhart, patrick d.",,6,6,1,2,6,0
134,"bartoszek, ian a.",,6,6,1,11,6,0
137,"bashyal, ashish",,6,6,1,0,6,0
173,"berg, ake",,6,6,1,15,6,0
179,"berthier, karine",,6,6,1,35,6,0
187,"bhatnagar, yash veer",,6,6,1,3,6,0
190,"bhattarai, santosh",,6,6,1,0,6,0
208,"blakey, rachel v.",,6,6,1,4,6,0
223,"boase, james c.",,6,6,1,0,6,0
240,"bonsen, gavin t.",,6,6,1,0,6,0
245,"boron, valeria",,6,6,1,26,6,0
258,"bradke, danielle r.",,6,6,1,27,6,0
267,"breckheimer, ian k.",,6,6,1,1,6,0
275,"brereton, t. m.",,6,6,1,29,6,0
278,"briggs, andrew s.",,6,6,1,0,6,0
280,"brinck, kevin w.",,6,6,1,4,6,0
301,"buendia, cristina",,6,6,1,0,6,0
303,"bullock, james m.",,6,6,1,265,6,0
312,"busso, juan m.",,6,6,1,19,6,0
319,"cabrera, j.",,6,6,1,12,6,0
347,"carrillo-rubio, eduardo",,6,6,1,21,6,0
366,"cepek, jonathon d.",,6,11,2,36,6,0
384,"chenier, chris",,6,6,1,4,6,0
387,"chestnut, tara",,6,6,1,1,6,0
388,"chetkiewicz, cheryl-lesley b.",,6,6,1,4,6,0
390,"chiotti, justin a.",,6,6,1,0,6,0
437,"cooch, evan g.",,6,6,1,21,6,0
441,"cooke, s. j.",,6,6,1,8,6,0
449,"corcoran, derek",,6,6,1,4,6,0
458,"coulson, tim",,6,6,1,40,6,0
463,"crampton, lisa h.",,6,6,1,4,6,0
466,"crego, ramiro d.",,6,6,1,13,6,0
468,"cromsigt, joris p. g. m.",,6,6,1,6,6,0
473,"crowe, andrew",,6,6,1,265,6,0
479,"cunningham, ross",,6,6,1,17,6,0
484,"cusack, jeremy j.",,6,6,1,40,6,0
497,"dattilo, wesley",,6,6,1,0,6,0
508,"dawson, f. neil",,6,6,1,4,6,0
509,"dawson, jeff",,6,6,1,0,6,0
521,"debruyne, robin l.",,6,6,1,0,6,0
524,"decker, sam",,6,6,1,0,6,0
526,"deere, nicolas j.",,6,6,1,26,6,0
534,"dennis, e. b.",,6,6,1,29,6,0
535,"dennis, patricia m.",,6,11,2,36,6,0
543,"deveson, edward",,6,6,1,35,6,0
549,"dhanjal-adams, kiran l.",,6,6,1,5,6,0
551,"di blanco, yamil",,6,6,1,10,6,0
562,"diegmann, julia s.",,6,6,1,4,6,0
567,"dobkin, david s.",,6,6,1,5,6,0
568,"dobrowski, s. z.",,6,6,1,34,6,0
570,"doka, s. e.",,6,6,1,8,6,0
594,"drouin, richard",,6,6,1,0,6,0
597,"duarte, adam",,6,10,2,14,6,0
620,"eichelberger, bradley a.",,6,6,1,2,6,0
631,"emmerton, craig a.",,6,6,1,0,6,0
659,"farias-gonzalez, veronica",,6,6,1,0,6,0
660,"farnsworth, matthew l.",,6,6,1,5,6,0
667,"faust, lisa j.",,6,6,1,27,6,0
672,"feng, limin",,6,6,1,20,6,0
673,"feng, rongna",,6,6,1,20,6,0
704,"flockhart, d. t. tyler",,6,6,1,0,6,0
722,"foster, s.",,6,6,1,29,6,0
726,"fox, r.",,6,6,1,29,6,0
741,"fuller, richard a.",,6,6,1,5,6,0
755,"galvan, stephanie k.",,6,6,1,13,6,0
773,"garthwaite, david g.",,6,6,1,265,6,0
774,"gatorano, g.",,6,6,1,24,6,0
789,"ghoshal, abhishek",,6,6,1,3,6,0
853,"green, stephanie j.",,6,6,1,0,6,0
903,"harrison, philip j.",,6,6,1,1,6,0
917,"haynes, trevor b.",,6,6,1,26,6,0
921,"hefner, jeromi m.",,6,6,1,11,6,0
924,"heindl, barbara a. p.",,6,6,1,4,6,0
942,"herrera, daniel j.",,6,6,1,0,6,0
979,"holmes, christopher",,6,6,1,15,6,0
1001,"hudson, michael a.",,6,6,1,0,6,0
1019,"ikin, karen",,6,6,1,17,6,0
1066,"johnsingh, a. j. t.",,6,9,2,42,6,0
1088,"kadariya, rabin",,6,6,1,1,6,0
1094,"kalyahe, monty",,6,6,1,40,6,0
1124,"kendall, bruce e.",,6,6,1,5,6,0
1131,"kesler, dylan c.",,6,6,1,4,6,0
1139,"khanyari, munib",,6,6,1,3,6,0
1140,"khara, abhirup",,6,6,1,3,6,0
1150,"kindberg, jonas",,6,6,1,6,6,0
1151,"kindvall, oskar",,6,6,1,1,6,0
1155,"king, wendy m.",,6,6,1,1,6,0
1158,"kirk, thomas a.",,6,6,1,13,6,0
1165,"knape, jonas",,6,6,1,15,6,0
1180,"kotowska, dorota",,6,6,1,15,6,0
1187,"krepschi, victor g.",,6,6,1,22,6,0
1193,"krupinski, dominik",,6,6,1,15,6,0
1217,"lamichhane, saneer",,6,6,1,0,6,0
1223,"lapointe, n. w. r.",,6,6,1,8,6,0
1229,"laske, sarah m.",,6,6,1,26,6,0
1230,"lassoie, james p.",,6,6,1,21,6,0
1244,"leimgruber, peter",,6,6,1,13,6,0
1248,"lepard, clara c.",,6,6,1,17,6,0
1264,"li, zhilin",,6,6,1,20,6,0
1274,"lindenmayer, david b.",,6,7,2,39,6,0
1275,"link, andres",,6,6,1,26,6,0
1277,"linnell, john d. c.",,6,6,1,6,6,0
1279,"liske-clark, jill",,6,6,1,2,6,0
1283,"lkhagvajav, p.",,6,6,1,4,6,0
1299,"lorch, patrick d.",,6,11,2,36,6,0
1315,"lundgren, erick j.",,6,6,1,0,6,0
1316,"lundstrom, anders",,6,6,1,1,6,0
1354,"magoun, audrey j.",,6,6,1,4,6,0
1362,"mair, louise",,6,6,1,1,6,0
1372,"mandujano, salvador",,6,6,1,0,6,0
1374,"mangan, anna o.",,6,6,1,1,6,0
1414,"martins, dino j.",,6,6,1,13,6,0
1449,"mccreary, brome",,6,10,2,14,6,0
1470,"mena, j. l.",,6,6,1,12,6,0
1476,"mettler, aaron j.",,6,6,1,0,6,0
1478,"michael, damian",,6,6,1,17,6,0
1483,"midwood, j. d.",,6,6,1,8,6,0
1497,"milton, david a.",,6,6,1,5,6,0
1523,"moore, jennifer a.",,6,6,1,27,6,0
1524,"moore, sophie m.",,6,6,1,0,6,0
1533,"morgan, b. j. t.",,6,6,1,29,6,0
1536,"moriarty, katie m.",,6,6,1,13,6,0
1538,"morreale, stephen j.",,6,6,1,21,6,0
1548,"mou, pu",,6,6,1,20,6,0
1557,"mullin, katherine e.",,6,6,1,0,6,0
1570,"murray, nicholas j.",,6,6,1,5,6,0
1576,"nafus, melia g.",,6,6,1,2,6,0
1584,"nasr, mina",,6,6,1,0,6,0
1621,"niyigaba, p.",,6,6,1,24,6,0
1622,"noon, barry r.",,6,6,1,5,6,0
1624,"norden, jenni",,6,6,1,1,6,0
1651,"o'neill, adam j.",,6,6,1,0,6,0
1656,"obloza, przemyslaw",,6,6,1,15,6,0
1658,"odden, john",,6,6,1,6,6,0
1660,"odonjavkhlan, c.",,6,6,1,4,6,0
1663,"ogutu, joseph o.",,6,6,1,13,6,0
1665,"ojwang, gordon o.",,6,6,1,13,6,0
1670,"oliveira, marcelo j. r.",,6,6,1,6,6,0
1694,"pacheco-esquivel, j.",,6,6,1,12,6,0
1711,"paolino, roberta m.",,6,6,1,22,6,0
1721,"part, tomas",,6,6,1,15,6,0
1722,"pasqualotto, nielson",,6,6,1,22,6,0
1723,"pastor, p.",,6,6,1,12,6,0
1728,"patricio andrade-ponce, gabriel",,6,6,1,0,6,0
1732,"paudel, rajan prasad",,6,6,1,1,6,0
1740,"pawar, udayan rao",,6,6,1,3,6,0
1741,"paxton, eben h.",,6,6,1,4,6,0
1742,"payan, esteban",,6,6,1,26,6,0
1747,"pearl, christopher a.",,6,10,2,14,6,0
1783,"pias, kyle e.",,6,6,1,4,6,0
1789,"pine, w. e.",,6,6,1,24,6,0
1792,"piry, sylvain",,6,6,1,35,6,0
1800,"poesch, mark s.",,6,6,1,0,6,0
1801,"poley, lucy g.",,6,6,1,4,6,0
1808,"portiss, r.",,6,6,1,8,6,0
1822,"prescott, t.",,6,6,1,29,6,0
1840,"pywell, richard f.",,6,6,1,265,6,0
1844,"quinones-guerrero, andres",,6,6,1,26,6,0
1848,"raghunath, r.",,6,9,2,42,6,0
1852,"ralovarisoa, etienne",,6,6,1,0,6,0
1858,"ramp, daniel",,6,6,1,0,6,0
1865,"ratelolahy, felix",,6,9,2,49,6,0
1866,"rathore, devika",,6,6,1,3,6,0
1868,"ravelojaona, rojo nadrianina",,6,6,1,0,6,0
1869,"ravesi, michael j.",,6,6,1,27,6,0
1871,"ray, justina c.",,6,6,1,4,6,0
1872,"rayamajhi, trishna",,6,6,1,0,6,0
1873,"razafindraibe, jary h.",,6,6,1,0,6,0
1902,"richardson, t. w.",,6,6,1,34,6,0
1917,"rivero, j.",,6,6,1,12,6,0
1930,"robison, terry",,6,11,2,36,6,0
1940,"rodrigues, thiago f.",,6,6,1,22,6,0
1962,"roseman, edward f.",,6,6,1,0,6,0
1964,"rosenberger, amanda e.",,6,6,1,26,6,0
1978,"rowe, jennifer c.",,6,10,2,14,6,0
1981,"roy, david b.",,6,6,1,265,6,0
1989,"russell, r. e.",,6,6,1,34,6,0
1990,"rustigian-romsos, heather l.",,6,6,1,13,6,0
1997,"safford, h. d.",,6,6,1,34,6,0
2008,"samelius, g.",,6,6,1,4,6,0
2021,"sashika, mariko",,6,6,1,1,6,0
2028,"savre, thomas",,6,6,1,4,6,0
2051,"schuman, melinda j.",,6,6,1,11,6,0
2098,"shimozuru, michito",,6,6,1,1,6,0
2101,"shortall, c. r.",,6,6,1,29,6,0
2110,"siitonen, juha",,6,6,1,1,6,0
2119,"simpson, stephen j.",,6,6,1,35,6,0
2127,"slauson, keith m.",,6,6,1,13,6,0
2139,"snall, tord",,6,6,1,1,6,0
2150,"southee, f. meg",,6,6,1,4,6,0
2156,"spencer, wayne d.",,6,6,1,13,6,0
2165,"stabach, jared a.",,6,6,1,13,6,0
2174,"stein, john",,6,6,1,17,6,0
2199,"studds, colin e.",,6,6,1,5,6,0
2202,"subedi, naresh",,6,6,1,1,6,0
2205,"sullivan, patrick j.",,6,6,1,21,6,0
2212,"suryawanshi, k. r.",,6,6,1,4,6,0
2213,"suryawanshi, kulbhushansingh ramesh",,6,6,1,3,6,0
2224,"sword, gregory a.",,6,6,1,35,6,0
2237,"tarbill, g. l.",,6,6,1,34,6,0
2244,"tejeda, v",,6,6,1,12,6,0
2253,"tetzlaff, sasha j.",,6,6,1,27,6,0
2256,"thanet, dol raj",,6,6,1,0,6,0
2275,"thorsen, neri h.",,6,6,1,6,6,0
2304,"tsubota, toshio",,6,6,1,1,6,0
2306,"tulloch, ayesha i. t.",,6,6,1,17,6,0
2311,"tzanopoulos, joseph",,6,6,1,26,6,0
2334,"van mierlo, victoria a.",,6,6,1,0,6,0
2353,"veilleux, m. a. n.",,6,6,1,8,6,0
2354,"velasquez-c, karen",,6,6,1,0,6,0
2357,"veran, sophie",,6,6,1,35,6,0
2364,"versiani, natalia f.",,6,6,1,22,6,0
2377,"vogeler, jody c.",,6,6,1,1,6,0
2391,"wallach, arian d.",,6,6,1,0,6,0
2423,"wells, harry b. m.",,6,6,1,13,6,0
2425,"wells, m.",,6,6,1,8,6,0
2442,"whitman, matthew",,6,6,1,26,6,0
2447,"wikle, christopher k.",,6,6,1,24,6,0
2464,"wilson, howard b.",,6,6,1,5,6,0
2485,"woodcock, ben a.",,6,6,1,265,6,0
2488,"wooster, eamonn i. f.",,6,6,1,0,6,0
2496,"wyatt, faye r.",,6,6,1,0,6,0
2498,"xofis, panteleimon",,6,6,1,26,6,0
2502,"yadav, ramesh kumar",,6,6,1,0,6,0
2503,"yagui, h.",,6,6,1,12,6,0
2506,"yanco, esty",,6,6,1,0,6,0
2521,"zavaleta, arturo",,6,6,1,0,6,0
2531,"zielinski, william j.",,6,6,1,13,6,0
2532,"zimmerman, christian e.",,6,6,1,26,6,0
2535,"zmihorski, michal",,6,6,1,15,6,0
849,"green, adam w.",,5,5,2,45,5,0.014748
1276,"link, william a.",,5,5,2,93,5,0.001056
145,"baumgardt, jeremy a.",,5,5,2,8,5,0.00077
1021,"ims, rolf a.",,5,5,2,19,5,0.00077
890,"handel, colleen m.",,5,6,2,73,5,0.00057
2153,"sparks, robert a.",,5,6,2,9,5,0.000282
2068,"seglund, amy e.",,5,7,2,16,5,0.000128
1033,"jachowski, david s.",,5,5,2,10,5,0.000002
2039,"schauber, eric m.",,5,12,4,141,5,0.000002
493,"daniela gomez, maria",,5,6,2,21,5,0.000001
723,"fournier, valerie",,5,6,2,18,5,0.000001
2385,"wagner, tyler",,5,5,2,16,5,0.000001
1,"abellan, pedro",,5,5,1,0,5,0
14,"ahlers, adam a.",,5,5,1,0,5,0
21,"akre, thomas a.",,5,5,1,2,5,0
41,"alves, fernanda",,5,5,1,1,5,0
51,"anadon, jose d.",,5,5,1,0,5,0
67,"antonelli, cecilia rocio",,5,5,1,0,5,0
70,"applegate, roger d.",,5,5,1,21,5,0
71,"apte, deepak",,5,5,1,3,5,0
74,"arasumani, m.",,5,5,1,4,5,0
75,"araya-gamboa, daniela",,5,5,1,4,5,0
107,"balangtaa, cletus",,5,8,2,138,5,0
116,"banner, katharine m.",,5,5,1,41,5,0
117,"bar david, shirli",,5,5,1,1,5,0
124,"barnett, jenny",,5,5,1,41,5,0
144,"baumann, peter",,5,5,1,0,5,0
154,"beier, paul",,5,5,1,10,5,0
157,"bejraburnin, thawatchai",,5,5,1,9,5,0
171,"benson, thomas j.",,5,5,1,7,5,0
174,"bergallo, helena godoy",,5,8,2,27,5,0
177,"berney, christophe",,5,5,1,0,5,0
185,"beytell, piet c.",,5,5,1,5,5,0
189,"bhattarai, nishan",,5,5,1,12,5,0
193,"bino, g.",,5,5,1,9,5,0
241,"bonter, david n.",,5,5,1,88,5,0
242,"boone, edward l.",,5,5,1,18,5,0
243,"bordage, daniel",,5,5,1,1,5,0
247,"botero-canola, sebastian",,5,5,1,10,5,0
248,"botsch, yves",,5,7,2,35,5,0
252,"bouros, george",,5,5,1,13,5,0
265,"braud, yoan",,5,5,1,2,5,0
266,"brawn, jeffrey d.",,5,5,1,7,5,0
288,"brosi, berry",,5,5,1,4,5,0
289,"brown, donald j.",,5,5,1,6,5,0
297,"buckley, david s.",,5,5,1,21,5,0
299,"buedi, eric b.",,5,5,1,36,5,0
305,"bunn, stuart e.",,5,5,1,18,5,0
309,"burns, thomas",,5,5,1,1,5,0
310,"burton, a. cole",,5,8,2,138,5,0
311,"bush, clint l.",,5,5,1,2,5,0
320,"caccianiga, m.",,5,5,1,10,5,0
323,"call, erynn m.",,5,5,1,4,5,0
329,"campa, henry, iii",,5,5,1,13,5,0
332,"candelario, luis",,5,5,1,12,5,0
339,"cardador, laura",,5,5,1,0,5,0
344,"carrete, martina",,5,5,1,0,5,0
351,"carter, stephen p.",,5,5,1,1,5,0
361,"catlin, daniel h.",,5,5,1,4,5,0
369,"chadwick, alicia",,5,5,1,1,5,0
374,"chandler, richard e.",,5,5,1,30,5,0
391,"chiriac, silviu",,5,5,1,13,5,0
424,"combrisson, damien",,5,5,1,2,5,0
427,"compostella, c.",,5,5,1,10,5,0
440,"cook, robert",,5,5,1,148,5,0
447,"cope, w. gregory",,5,5,1,6,5,0
450,"corlett, r. t.",,5,5,1,6,5,0
459,"couturier, thibaut",,5,5,1,2,5,0
470,"croose, elizabeth",,5,5,1,1,5,0
483,"curveira-santos, goncalo",,5,8,2,12,5,0
501,"david sanchez-londono, juan",,5,5,1,10,5,0
504,"davies, zoe g.",,5,5,1,18,5,0
506,"davis, ray",,5,5,1,34,5,0
527,"degaetano, arthur t.",,5,5,1,88,5,0
539,"deppe, jill l.",,5,5,1,7,5,0
540,"derlindati, enrique",,5,5,1,42,5,0
542,"devers, patrick k.",,5,5,1,1,5,0
558,"dickinson, janis l.",,5,5,1,88,5,0
571,"dolev, amit",,5,5,1,1,5,0
585,"drapeau, pierre",,5,5,1,21,5,0
592,"droege, s",,5,5,1,3047,5,0
595,"du preez, pierre",,5,5,1,5,5,0
596,"duarte rocha, carlos frederico",,5,8,2,27,5,0
614,"eakin, carly j.",,5,5,1,13,5,0
622,"eide, nina e.",,5,5,1,0,5,0
628,"elsey, erin a.",,5,5,1,9,5,0
636,"erb, bruno",,5,5,1,0,5,0
639,"espinoza-munoz, deiver",,5,5,1,4,5,0
641,"esteve, miguel a.",,5,5,1,7,5,0
642,"estevo, c. a.",,5,5,1,14,5,0
646,"ewers, robert m.",,5,5,1,55,5,0
656,"fandjinou, kossi",,5,5,1,1,5,0
669,"fearer, todd",,5,5,1,6,5,0
685,"field, sa",,5,5,1,539,5,0
686,"figel, joe j.",,5,5,1,10,5,0
689,"finegan, bryan",,5,5,1,4,5,0
701,"fleschutz, mira m.",,5,5,1,18,5,0
