Id,Label,Name,number.links,total.link.strength,documents,citations,degree,n.betweeness
711,"ford, w. mark",,5,5,1,6,5,0
713,"forero-medina, german",,5,5,1,10,5,0
732,"fraser, james d.",,5,5,1,4,5,0
733,"freeman, mary c.",,5,5,1,3,5,0
743,"funston, p. j.",,5,5,1,8,5,0
745,"furtado, mariana malzoni",,5,5,1,64,5,0
753,"gallo, susan",,5,5,1,4,5,0
795,"gigliotti, laura",,5,5,1,0,5,0
814,"gobbi, m.",,5,5,1,10,5,0
818,"goertler, pascale a. l.",,5,5,1,4,5,0
830,"gompper, matthew e.",,5,5,1,12,5,0
833,"goodman, steven m.",,5,5,1,12,5,0
839,"gottlieb, isabel g. w.",,5,5,1,4,5,0
843,"graf, roland f.",,5,5,1,27,5,0
845,"grainger, matthew",,5,5,1,9,5,0
855,"gregory, richard d.",,5,5,1,30,5,0
887,"hamer, andrew j.",,5,6,4,10,5,0
894,"hanniffy, ruth",,5,5,1,1,5,0
898,"harper, craig a.",,5,5,1,21,5,0
925,"heinsohn, robert",,5,5,1,1,5,0
926,"heise, ryan j.",,5,5,1,6,5,0
930,"henle, klaus",,5,5,1,18,5,0
945,"herrmann, valentine",,5,5,1,2,5,0
954,"higa, motoki",,5,5,1,25,5,0
963,"hoa anh, nguyen q.",,5,5,1,1,5,0
968,"hodgman, thomas p.",,5,5,1,4,5,0
970,"hofer, heribert",,5,5,1,64,5,0
975,"holley, k. sheena",,5,5,1,4,5,0
988,"houghton, lawrence m.",,5,5,1,4,5,0
991,"howell, christine a.",,5,5,1,19,5,0
995,"hua, yan",,5,5,1,5,5,0
996,"huang, g.",,5,5,1,6,5,0
1002,"hughes, brian",,5,5,1,1,5,0
1020,"imbeau, louis",,5,5,1,21,5,0
1030,"isoke, sam",,5,5,1,9,5,0
1040,"jacomo, anah t. a.",,5,5,1,64,5,0
1046,"jarchow, christopher j.",,5,5,1,68,5,0
1047,"jathanna, devcharan",,5,5,1,4,5,0
1052,"jelks, howard l.",,5,5,1,3,5,0
1054,"jenni, lukas",,5,7,2,35,5,0
1059,"jiang, guangshun",,5,5,1,5,5,0
1067,"johnson, amy e. m.",,5,5,1,2,5,0
1074,"jones, gavin m.",,5,5,1,4,5,0
1084,"joshi, viral",,5,5,1,4,5,0
1089,"kafley, hemanta",,5,5,1,12,5,0
1125,"kendall, katherine c.",,5,5,1,10,5,0
1126,"kennard, mark j.",,5,5,1,18,5,0
1133,"keyser, patrick d.",,5,5,1,21,5,0
1134,"khadka, madhav",,5,5,1,12,5,0
1142,"khot, rahul",,5,5,1,3,5,0
1146,"killengreen, siw t.",,5,5,1,0,5,0
1156,"kingsford, r. t.",,5,5,1,9,5,0
1171,"koenig, walter d.",,5,5,1,88,5,0
1173,"koizumi, itsuro",,5,5,1,25,5,0
1178,"korner-nievergelt, franzi",,5,5,1,0,5,0
1183,"kpelle, david g.",,5,5,1,36,5,0
1191,"kross, chelsea s.",,5,5,1,2,5,0
1202,"kwak, thomas j.",,5,5,1,6,5,0
1203,"kwon, eunbi",,5,5,1,4,5,0
1205,"lachman, gb",,5,5,1,3047,5,0
1221,"langmore, naomi",,5,5,1,1,5,0
1222,"langtimm, ca",,5,5,1,3047,5,0
1225,"larkin, jeffery l.",,5,5,1,6,5,0
1227,"larreur, max",,5,5,1,0,5,0
1245,"lele, abhimanyu",,5,5,1,4,5,0
1247,"lepage, christine",,5,5,1,1,5,0
1250,"leslie, alison j.",,5,5,1,5,5,0
1269,"lima, kyle a.",,5,5,1,4,5,0
1297,"lopez-iborra, german m.",,5,5,1,1,5,0
1338,"maclennan, s.",,5,5,1,8,5,0
1339,"macleod, amy c.",,5,5,1,10,5,0
1341,"macpherson, jenny",,5,5,1,1,5,0
1349,"maffioletti, c.",,5,5,1,10,5,0
1356,"maharjan, rupak",,5,5,1,12,5,0
1369,"mammo, siraj",,5,5,1,1,5,0
1381,"mansons, jerome",,5,5,1,2,5,0
1382,"maor cohen, mia",,5,5,1,1,5,0
1385,"maras, gustavo a.",,5,5,1,42,5,0
1398,"martell, deborah",,5,5,1,3,5,0
1403,"martin, zachary p.",,5,5,1,3,5,0
1422,"mata, jose m.",,5,5,1,15,5,0
1425,"matica, s. zoltan",,5,5,1,4,5,0
1441,"mcaney, kate",,5,5,1,1,5,0
1455,"mckay, meredith",,5,5,1,0,5,0
1506,"mkasanga, imani j.",,5,5,1,3,5,0
1516,"monroe, kelen d.",,5,5,1,5,5,0
1550,"mourguiart, bastien",,5,5,1,2,5,0
1578,"nagy-reis, m. b.",,5,5,1,14,5,0
1583,"nareff, gretchen e.",,5,5,1,6,5,0
1607,"nguyen, hoa t.",,5,5,1,1,5,0
1610,"nichols, robert b.",,5,5,1,6,5,0
1616,"niejalke, d",,5,5,1,539,5,0
1631,"noss, reed f.",,5,5,1,10,5,0
1637,"nunez-regueiro, mauricio m.",,5,5,1,42,5,0
1649,"o'neal, benjamin j.",,5,5,1,0,5,0
1657,"ocock, j. f.",,5,5,1,9,5,0
1675,"olson, bryce t.",,5,5,1,0,5,0
1679,"ono, satoru",,5,5,1,25,5,0
1690,"outhwaite, charlotte l.",,5,5,1,30,5,0
1698,"padding, paul, i",,5,5,1,1,5,0
1702,"pal, saunak",,5,5,1,3,5,0
1708,"pandolfo, tamara j.",,5,5,1,6,5,0
1717,"parris, k",,5,5,1,539,5,0
1725,"patel, pinal",,5,5,1,3,5,0
1743,"pe'er, guy",,5,5,1,18,5,0
1751,"pellet, j",,5,6,3,198,5,0
1761,"pereira-ribeiro, juliane",,5,8,2,27,5,0
1764,"perotto-baldivieso, humberto l.",,5,5,1,15,5,0
1765,"perry, mike",,5,5,1,0,5,0
1778,"pfeifer, marion",,5,5,1,55,5,0
1781,"phoonjampa, rungnapa",,5,5,1,9,5,0
1782,"phumanee, worrapan",,5,5,1,9,5,0
1805,"pop, mihai i.",,5,5,1,13,5,0
1809,"possingham, hp",,5,5,1,539,5,0
1812,"potter, david s.",,5,5,1,4,5,0
1815,"powney, gary d.",,5,5,1,30,5,0
1816,"prabhu, mrugank",,5,5,1,3,5,0
1825,"prevedello, jayme augusto",,5,5,1,22,5,0
1829,"priol, pauline",,5,5,1,21,5,0
1833,"provensal, maria cecilia",,5,5,1,0,5,0
1838,"puente-rolon, alberto r.",,5,5,1,5,5,0
1842,"quan, r. c.",,5,5,1,6,5,0
1847,"radvan, max",,5,5,1,1,5,0
1855,"ramiere, jessica",,5,5,1,21,5,0
1859,"ramseier, petra",,5,5,1,0,5,0
1861,"randall, georgia",,5,5,1,1,5,0
1867,"rato, daniela",,5,5,1,0,5,0
1870,"rawson, benjamin m.",,5,5,1,1,5,0
1879,"reich, brian j.",,5,5,1,5,5,0
1881,"reichman, alon",,5,5,1,1,5,0
1882,"reid, janice",,5,5,1,34,5,0
1895,"ribeiro, m. c.",,5,5,1,14,5,0
1909,"riley, jeffrey w.",,5,5,1,27,5,0
1921,"roberts, anthony j.",,5,5,1,1,5,0
1923,"robin, v. v.",,5,5,1,4,5,0
1931,"robledano, francisco",,5,5,1,7,5,0
1935,"rod-eriksen, lars",,5,5,1,0,5,0
1936,"rode, brian",,5,5,1,12,5,0
1937,"rodewald, amanda d.",,5,5,1,2,5,0
1942,"rodriguez, rogelio m.",,5,5,1,41,5,0
1947,"rohrbaugh, ronald w.",,5,5,1,2,5,0
1963,"rosenberg, kenneth v.",,5,5,1,2,5,0
1970,"rossman, sam",,5,5,1,34,5,0
1977,"rowe, d. bradley",,5,5,1,13,5,0
2002,"saltz, david",,5,5,1,1,5,0
2007,"sam, moses k.",,5,8,2,138,5,0
2010,"san miguel, tomas valentin",,5,5,1,0,5,0
2011,"san, emmanuel do linh",,5,5,1,9,5,0
2022,"satterfield, lauren c.",,5,5,1,12,5,0
2030,"sawyer, sarah c.",,5,5,1,19,5,0
2041,"scherl, daniel",,5,5,1,27,5,0
2043,"schmera, denes",,5,6,2,9,5,0
2048,"schreier, brian m.",,5,5,1,4,5,0
2049,"schuettler, elke",,5,5,1,18,5,0
2055,"schwalbe, cecil r.",,5,5,1,68,5,0
2067,"seesholtz, alicia m.",,5,5,1,4,5,0
2074,"senn-irlet, beatrice",,5,5,1,0,5,0
2076,"senzaki, masayuki",,5,5,1,25,5,0
2078,"seppi, r.",,5,5,1,10,5,0
2082,"settlage, robert e.",,5,5,1,4,5,0
2083,"setz, e. z. f.",,5,5,1,14,5,0
2085,"shakya, anjali w.",,5,5,1,4,5,0
2086,"shamon, hila",,5,5,1,1,5,0
2092,"sheldon, fran",,5,5,1,18,5,0
2107,"siffert, oceane",,5,5,1,0,5,0
2116,"silveira, leandro",,5,5,1,64,5,0
2126,"slabbert, ruhan",,5,5,1,5,5,0
2136,"smith, lora",,5,5,1,4,5,0
2155,"spencer, j.",,5,5,1,9,5,0
2162,"sreekar, r.",,5,5,1,6,5,0
2175,"steinmetz, robert",,5,5,1,9,5,0
2176,"stetz, jeffrey b.",,5,5,1,10,5,0
2180,"stewart-koster, ben",,5,5,1,18,5,0
2181,"stien, audun",,5,5,1,0,5,0
2182,"stien, jennifer",,5,5,1,0,5,0
2184,"stillman, andrew n.",,5,5,1,19,5,0
2186,"stodola, kirk w.",,5,5,1,7,5,0
2187,"stojanovic, dejan",,5,5,1,1,5,0
2207,"summers, savanna",,5,5,1,3,5,0
2218,"swanepoel, lourens h.",,5,8,2,12,5,0
2219,"swarthout, sara barker",,5,5,1,2,5,0
2220,"swartwout, meredith c.",,5,5,1,2,5,0
2226,"szewczak, joseph m.",,5,5,1,28,5,0
2228,"tablado, zulima",,5,5,1,27,5,0
2232,"talamo, andres",,5,5,1,42,5,0
2245,"tella, jose l.",,5,5,1,0,5,0
2249,"tenhumberg, b",,5,5,1,539,5,0
2250,"terando, adam j.",,5,5,1,5,5,0
2254,"tewes, michael e.",,5,5,1,15,5,0
2264,"thomas, pete",,5,5,1,0,5,0
2265,"thomas, r. f.",,5,5,1,9,5,0
2270,"thompson, jeffrey j.",,5,5,1,12,5,0
2284,"tobler, ursina",,5,5,1,0,5,0
2286,"tomas, walfrido moraes",,5,5,1,22,5,0
2287,"tomlinson, k. w.",,5,5,1,6,5,0
2289,"torres, natalia mundim",,5,5,1,64,5,0
2294,"tran, dung v.",,5,5,1,1,5,0
2301,"trudeau, caroline",,5,5,1,21,5,0
2307,"tveraa, torkild",,5,5,1,0,5,0
2308,"tyre, aj",,5,5,1,539,5,0
2324,"valenzuela, leonor",,5,5,1,10,5,0
2340,"van, thinh n.",,5,5,1,1,5,0
2343,"vander yacht, andrew l.",,5,5,1,21,5,0
2355,"velho, n.",,5,5,1,6,5,0
2363,"versfeld, william f.",,5,5,1,5,5,0
2368,"vierling, kerri t.",,5,5,1,28,5,0
2369,"vierling, lee a.",,5,5,1,28,5,0
2375,"vishnudas, c. k.",,5,5,1,4,5,0
2376,"vitekere, kasereka",,5,5,1,5,5,0
2379,"von felten, stefanie",,5,5,1,0,5,0
2381,"vu, thinh t.",,5,5,1,1,5,0
2387,"walk, jeffery w.",,5,5,1,7,5,0
2394,"walsh, stephen j.",,5,5,1,3,5,0
2397,"wang, jiao",,5,5,1,5,5,0
2405,"ward, michael p.",,5,5,1,7,5,0
2408,"wassens, s.",,5,5,1,9,5,0
2412,"wearn, oliver r.",,5,5,1,55,5,0
2414,"webb, matthew h.",,5,5,1,1,5,0
2429,"wesche, spencer l.",,5,5,1,0,5,0
2431,"weston, michael a.",,5,5,1,1,5,0
2432,"westphal, joanne",,5,5,1,13,5,0
2436,"wheeler, kit",,5,5,1,3,5,0
2469,"windels, steve k.",,5,5,1,0,5,0
2483,"wood, eric m.",,5,5,1,2,5,0
2484,"wood, petra b.",,5,5,1,6,5,0
2490,"wright, elaine f.",,5,5,1,0,5,0
2500,"yabuhara, yuki",,5,5,1,25,5,0
2514,"zaman, muhammad",,5,5,1,5,5,0
2530,"zhu, mengyan",,5,5,1,5,5,0
2538,"zou, fasheng",,5,6,2,0,5,0
519,"de valpine, perry",,4,4,2,10,4,0.004206
1098,"karanth, k. u.",,4,4,2,44,4,0.003238
576,"dorazio, robert m.",,4,4,2,196,4,0.003177
392,"christensen, sonja a.",,4,5,2,2,4,0.002668
2453,"williams, david m.",,4,5,2,2,4,0.002668
1973,"rotenberry, john t.",,4,4,2,14,4,0.002282
1152,"king, david i.",,4,5,3,185,4,0.00077
1635,"nowak, j. joshua",,4,4,2,30,4,0.00005
876,"hagen, christian a.",,4,4,2,22,4,0.000015
128,"barrett, kyle",,4,4,2,23,4,0.000004
2416,"weckerly, floyd w.",,4,4,3,32,4,0.000002
927,"hellgren, eric c.",,4,9,3,140,4,0.000001
1280,"litt, andrea r.",,4,6,2,17,4,0.000001
1595,"neubauer, grzegorz",,4,4,2,0,4,0.000001
2491,"wright, wilson j.",,4,6,2,17,4,0.000001
17,"ahmed, m. f.",,4,4,1,7,4,0
25,"alcoverro, teresa",,4,4,1,20,4,0
32,"ali, h.",,4,4,1,65,4,0
37,"almeyda zambrano, angelica",,4,4,1,10,4,0
38,"altman, bob",,4,8,2,26,4,0
42,"alves, paulo c.",,4,4,1,38,4,0
47,"amgalanbaatar, sukh",,4,4,1,7,4,0
52,"ancillotto, leonardo",,4,4,1,0,4,0
58,"anderson, t. l.",,4,4,1,28,4,0
68,"antongiovanni, marina",,4,4,1,12,4,0
78,"ariefiandy, achmad",,4,4,1,28,4,0
80,"arnett, edward b.",,4,8,2,26,4,0
82,"arthur, rohan",,4,4,1,20,4,0
83,"aryal, achyut",,4,4,1,20,4,0
85,"asbeck, thomas",,4,4,1,4,4,0
88,"astaras, christos",,4,4,1,3,4,0
90,"augugliaro, claudio",,4,4,1,1,4,0
101,"bailey, ll",,4,6,2,614,4,0
110,"balkenhol, niko",,4,4,1,15,4,0
123,"barnas, gabriella r.",,4,4,1,12,4,0
131,"barta, barbara",,4,4,1,4,4,0
132,"barton, christopher d.",,4,4,1,8,4,0
133,"barton, daniel c.",,4,4,1,0,4,0
135,"bartz, krista k.",,4,4,1,4,4,0
138,"basile, marco",,4,4,1,4,4,0
139,"bata, madeleine ngo",,4,4,1,13,4,0
149,"bechet, arnaud",,4,4,1,34,4,0
153,"begum, r. h.",,4,4,1,7,4,0
166,"benitez-malvido, julieta",,4,4,1,0,4,0
172,"berberich, m. e.",,4,4,1,0,4,0
180,"bertram, mark r.",,4,4,1,9,4,0
182,"bettoli, phillip w.",,4,6,2,16,4,0
186,"bezerra, daniel",,4,4,1,12,4,0
207,"blakesley, jennifer a.",,4,4,1,57,4,0
209,"blanc, frederic",,4,4,1,0,4,0
210,"blanc, laetitia",,4,4,1,20,4,0
214,"blank, peter j.",,4,4,1,14,4,0
219,"block, william m.",,4,4,1,16,4,0
231,"bohus, attila",,4,4,1,4,4,0
238,"bonner, simon j.",,4,4,1,8,4,0
250,"bouffard, m. c.",,4,4,1,0,4,0
260,"brady, ryan s.",,4,4,1,15,4,0
276,"brewer, m. j.",,4,4,1,5,4,0
281,"brittain, stephanie",,4,4,1,13,4,0
282,"broadbent, eben",,4,4,1,10,4,0
292,"browne, luke",,4,4,1,5,4,0
294,"brusa, jamie l.",,4,4,1,5,4,0
302,"buisson, laetitia",,4,4,1,0,4,0
304,"bump, joseph k.",,4,4,1,13,4,0
341,"carle, ryan d.",,4,4,1,1,4,0
342,"carlson, stephanie m.",,4,4,1,0,4,0
343,"carmichael, ruth h.",,4,4,1,0,4,0
348,"carroll, c. ronald",,4,4,1,26,4,0
354,"casper, andrew f.",,4,4,1,9,4,0
355,"cassel, kevin w.",,4,4,1,2,4,0
364,"cayuela, hugo",,4,4,1,34,4,0
376,"charbonnel, anais",,4,4,1,0,4,0
382,"chen, guoke",,4,4,1,102,4,0
394,"ciofi, claudio",,4,4,1,28,4,0
401,"clipp, hannah l.",,4,4,1,2,4,0
403,"cloyed, carl s.",,4,4,1,0,4,0
404,"clucas, barbara",,4,4,1,0,4,0
411,"coetsee, amy l.",,4,4,1,9,4,0
422,"colodro, valentina",,4,4,1,1,4,0
439,"cook, rachel n.",,4,4,1,5,4,0
442,"cooksley, s. l.",,4,4,1,5,4,0
443,"coon, courtney a. c.",,4,4,1,4,4,0
451,"corral, lucia",,4,4,1,2,4,0
465,"crawford, john a.",,4,5,2,40,4,0
482,"curtis, paul d.",,4,4,1,99,4,0
485,"cushman, samuel a.",,4,7,2,11,4,0
488,"d'souza, elrika",,4,4,1,20,4,0
490,"dacosta, kayla p.",,4,4,1,0,4,0
495,"das, s. k.",,4,4,1,7,4,0
515,"de oliveira, teo vega",,4,4,1,7,4,0
516,"de ornellas, paul",,4,4,1,13,4,0
520,"deboer, jason a.",,4,4,1,9,4,0
523,"dechner, andrea",,4,4,1,7,4,0
533,"demetrio, clarice g. b.",,4,4,1,3,4,0
544,"devictor, vincent",,4,4,1,34,4,0
557,"diaz-ruiz, francisco",,4,4,1,0,4,0
566,"dobbins, michael",,4,4,1,10,4,0
569,"doherty, tim s.",,4,4,1,9,4,0
574,"donnelly, d.",,4,4,1,5,4,0
580,"drake, d. l.",,4,4,1,28,4,0
590,"dri, gabriela franzoi",,4,4,1,0,4,0
598,"duarte, leandro da silva",,4,4,1,9,4,0
599,"dubour, adam j.",,4,4,1,9,4,0
603,"dudley, jonathan g.",,4,4,1,16,4,0
607,"dunning, john b., jr.",,4,4,1,20,4,0
618,"edelblutte, emilie",,4,4,1,4,4,0
626,"ellis, martha m.",,4,4,1,5,4,0
627,"ellis, mike",,4,4,1,5,4,0
643,"evans, amber l.",,4,4,1,2,4,0
654,"fallon, frederick w.",,4,4,1,14,4,0
655,"fallon, jane e.",,4,4,1,14,4,0
662,"farrell, shannon",,4,4,1,1,4,0
684,"fidino, mason",,4,4,1,12,4,0
702,"flesher, kevin m.",,4,4,1,7,4,0
706,"fogarty, frank a.",,4,5,2,4,4,0
717,"foss, carol",,4,4,1,1,4,0
720,"foster, nicholas j.",,4,4,1,0,4,0
728,"francisco, diaz-ruiz",,4,4,1,38,4,0
729,"franklin, ab",,4,4,1,1184,4,0
736,"frink, teresa j.",,4,4,1,2,4,0
738,"fritts, mark w.",,4,4,1,9,4,0
751,"gal, blanka",,4,4,1,4,4,0
765,"garcia-diaz, pablo",,4,4,1,1,4,0
772,"garrott, robert a.",,4,4,1,5,4,0
775,"gatti, sylvain",,4,4,1,20,4,0
783,"geldard, robyn p.",,4,4,1,0,4,0
793,"gibson-reinemer, daniel k.",,4,4,1,9,4,0
799,"gill, robert e., jr.",,4,4,1,4,4,0
810,"glisson, wesley j.",,4,4,1,15,4,0
812,"glowacki, gary a.",,4,4,1,2,4,0
817,"godoy, wesley a. c.",,4,4,1,3,4,0
832,"goodale, eben",,4,4,1,5,4,0
851,"green, david s.",,4,4,1,19,4,0
854,"greenberg, russell",,4,4,1,26,4,0
860,"grouard, s.",,4,4,1,4,4,0
862,"gu, hao",,4,4,1,5,4,0
870,"gurney, kirsty e. b.",,4,4,1,0,4,0
878,"hahn, beth a.",,4,4,1,8,4,0
885,"hameed, s.",,4,4,1,65,4,0
893,"hanni, david j.",,4,4,1,57,4,0
896,"harihar, a.",,4,4,1,7,4,0
907,"hartz, sandra maria",,4,4,1,9,4,0
908,"harveson, louis a.",,4,4,1,0,4,0
909,"harveson, patricia moody",,4,4,1,0,4,0
941,"herrel, a.",,4,4,1,4,4,0
947,"hester, michelle",,4,4,1,1,4,0
950,"hewitt, matthew o.",,4,4,1,0,4,0
953,"hieb, elizabeth e.",,4,4,1,0,4,0
960,"hinde, john",,4,4,1,3,4,0
962,"hines, je",,4,4,1,1184,4,0
969,"hodum, peter",,4,4,1,1,4,0
972,"holekamp, kay e.",,4,4,1,19,4,0
984,"hong, yongmi",,4,4,1,0,4,0
993,"hoy, sarah r.",,4,4,1,13,4,0
1000,"hudgens, b. r.",,4,4,1,0,4,0
1007,"hunter, malcolm l.",,4,4,1,0,4,0
1014,"hutton, jacob m.",,4,4,1,8,4,0
1038,"jacobi, sarah k.",,4,4,1,15,4,0
1056,"jessop, tim s.",,4,4,1,28,4,0
1069,"johnson, devin s.",,4,6,2,25,4,0
1081,"jorgensen, christopher f.",,4,4,1,9,4,0
1086,"kabir, m.",,4,4,1,65,4,0
1099,"karelus, dana l.",,4,4,1,0,4,0
1104,"karubian, jordan",,4,4,1,5,4,0
1106,"kaszta, zaneta",,4,7,2,11,4,0
1111,"kawanishi, k",,4,4,1,304,4,0
1114,"ke, alison",,4,4,1,0,4,0
1117,"keesing, felicia",,4,4,1,0,4,0
1119,"kelkar, nachiket",,4,4,1,20,4,0
1128,"kennedy, patricia l.",,4,4,1,5,4,0
1132,"kessinger, brin e.",,4,4,1,2,4,0
1136,"khanal, gopal",,4,4,1,20,4,0
1143,"kidwai, zaara",,4,4,1,17,4,0
1168,"knutson, mg",,4,4,1,1184,4,0
1176,"kolstrom, rebecca",,4,4,1,4,4,0
1188,"krofel, miha",,4,4,1,1,4,0
1192,"kruger, laurence m.",,4,4,1,11,4,0
1198,"kun, shi",,4,4,1,0,4,0
1207,"laffaille, pascal",,4,4,1,0,4,0
1210,"lahkar, d.",,4,4,1,7,4,0
1214,"lambert, joseph p.",,4,4,1,0,4,0
1224,"larkin, daniel j.",,4,4,1,15,4,0
1242,"lehrer, elizabeth w.",,4,4,1,12,4,0
1249,"lerch, michael d.",,4,4,1,5,4,0
1257,"lewis, tyler l.",,4,4,1,9,4,0
1258,li yibin,,4,4,1,0,4,0
1271,"lindell, catherine",,4,4,1,7,4,0
1284,"lkhagvasuren, badamjav",,4,4,1,7,4,0
1291,"loggins, anne a.",,4,4,1,11,4,0
1301,"louppe, v.",,4,4,1,4,4,0
1303,"louw, cornelius j.",,4,4,1,17,4,0
1318,"lusk, jeffery j.",,4,4,1,9,4,0
1323,"luza, andre luis",,4,4,1,9,4,0
1328,"ma, keping",,4,4,1,102,4,0
1348,"maestri, renan",,4,4,1,9,4,0
1352,"magle, seth b.",,4,4,1,12,4,0
1359,"mahoney, peter j.",,4,4,1,4,4,0
1368,"maloney, richard f.",,4,4,1,0,4,0
1375,"mangipane, buck a.",,4,4,1,4,4,0
1386,"marboutin, eric",,4,4,1,20,4,0
1387,"marescot, lucile",,4,4,1,9,4,0
1389,"marinho, paulo henrique",,4,4,1,12,4,0
1396,"marshal, jason p.",,4,4,1,17,4,0
1397,"marta, silvio",,4,4,1,16,4,0
1402,"martin, russell l.",,4,4,1,0,4,0
1412,"martinez-marti, chele",,4,4,1,15,4,0
1420,"massie, danielle l.",,4,4,1,4,4,0
1427,"matthews, kathleen r.",,4,4,1,0,4,0
1431,"maurer, brian a.",,4,4,1,7,4,0
1439,"mbisana, christopher",,4,6,2,29,4,0
1440,"mcalpine-bellis, e.",,4,4,1,0,4,0
1451,"mcdonald, zara",,4,4,1,4,4,0
1460,"mcnulty, stacy",,4,4,1,1,4,0
1474,"menke, scot",,4,4,1,10,4,0
1481,"midlane, n.",,4,4,1,20,4,0
1484,"mikusinski, grzegorz",,4,4,1,4,4,0
1493,"mills, simon c.",,4,4,1,0,4,0
1496,"milner-gulland, e. j.",,4,4,1,13,4,0
1500,"miritis, vivianna",,4,4,1,9,4,0
1504,"mitchell, simon l.",,4,4,1,4,4,0
1513,"molteni, riccardo",,4,4,1,0,4,0
1517,"monroy-hernandez, erandi",,4,4,1,0,4,0
1535,"mori, emiliano",,4,4,1,0,4,0
1540,"morrison, scott a.",,4,4,1,83,4,0
1549,"mougeot, francois",,4,4,1,6,4,0
1552,"mowry, stacy",,4,4,1,0,4,0
1558,"munguia-steyer, roberto",,4,4,1,0,4,0
1563,"murdoch, james d.",,4,4,1,7,4,0
1569,"murray, maureen h.",,4,4,1,12,4,0
1588,"nawaz, m. a.",,4,4,1,65,4,0
1591,"nel, h. p.",,4,4,1,17,4,0
1593,"nelson, misty d.",,4,4,1,0,4,0
1594,"nemoz, melanie",,4,4,1,0,4,0
1632,"novaga, riccardo",,4,4,1,0,4,0
1638,"nussle, sebastien c.",,4,4,1,0,4,0
1653,"oakleaf, robert j.",,4,4,1,5,4,0
1669,"oliva-paterna, francisco j.",,4,7,2,6,4,0
1673,"olivier, anthony",,4,4,1,34,4,0
1676,"olson, lucretia e.",,4,4,1,5,4,0
1682,"oropeza-sanchez, marco tulio",,4,4,1,0,4,0
1686,"ostfeld, richard s.",,4,4,1,0,4,0
1689,"ousterhout, b. h.",,4,4,1,28,4,0
1695,"pachomski, amanda",,4,4,1,1,4,0
1705,"palazon, jose a.",,4,4,1,15,4,0
1710,"panthi, saroj",,4,4,1,20,4,0
1716,"parren, molly k.",,4,4,1,0,4,0
1724,"patankar, vardhan",,4,4,1,20,4,0
1727,"paterson, j. terrill",,4,4,1,5,4,0
1736,"paulios, andy t.",,4,4,1,15,4,0
1744,"peabotuwage, indika",,4,4,1,5,4,0
1753,"pendleton, jennifer",,4,4,1,0,4,0
1757,"pereira trindade, jose pedro",,4,4,1,9,4,0
1758,"pereira, joao m. cordeiro",,4,4,1,4,4,0
1763,"perillo, joseph",,4,4,1,4,4,0
1768,"peterman, w. e.",,4,4,1,28,4,0
1770,"peters, valerie e.",,4,4,1,26,4,0
1785,"pierce, daryl",,4,4,1,4,4,0
1793,"pisanu, b.",,4,4,1,4,4,0
1798,"plattner, matthias",,4,4,1,102,4,0
1811,"potoka, k. m.",,4,6,2,16,4,0
1814,"powell, larkin a.",,4,4,1,9,4,0
1824,"preuss, timothy s.",,4,4,1,2,4,0
1826,"price, steven j.",,4,4,1,8,4,0
1839,"purwandana, deni",,4,4,1,28,4,0
1851,"rainbolt, raymond e.",,4,4,1,99,4,0
1857,"ramirez-parada, tadeo",,4,4,1,5,4,0
1875,"reading, richard p.",,4,4,1,7,4,0
1885,"reigada, carolina",,4,4,1,3,4,0
1904,"richter, stephen c.",,4,4,1,8,4,0
1907,"riegel, jeffery k.",,4,4,1,20,4,0
1912,"riordan, philip",,4,4,1,0,4,0
1943,"rodriguez-recio, mariano",,4,4,1,0,4,0
1954,"romano, antonio",,4,6,2,10,4,0
1958,"rosa, giacomo",,4,4,1,0,4,0
1969,"ross, monica",,4,4,1,0,4,0
1984,"ruhl, patrick j.",,4,4,1,20,4,0
1991,"ruthrauff, daniel r.",,4,4,1,4,4,0
2000,"salguero, antonio j.",,4,4,1,6,4,0
2004,"salvatori, marco",,4,4,1,1,4,0
2015,"sanderlin, jamie s.",,4,4,1,16,4,0
2020,"sarasola, jose hernan",,4,4,1,1,4,0
2032,"saylor, c. f.",,4,4,1,13,4,0
2037,"schaub, michael",,4,5,2,7,4,0
2063,"seamans, mark e.",,4,4,1,146,4,0
2064,"searle, charlotte e.",,4,4,1,3,4,0
2065,"seddon, philip j.",,4,4,1,0,4,0
2075,"seno, aganto",,4,4,1,28,4,0
2077,"seoane, javier",,4,4,1,1,4,0
2097,"shiklomanov, alexey n.",,4,4,1,0,4,0
2103,"shu, zufei",,4,4,1,0,4,0
2104,"shute, p. w.",,4,4,1,13,4,0
2105,"sibiya, m.",,4,4,1,8,4,0
2109,"signer, johannes",,4,4,1,15,4,0
2122,"singh, rohit",,4,4,1,9,4,0
2134,"smith, geoffrey d.",,4,4,1,4,4,0
2143,"socolar, jacob b.",,4,4,1,0,4,0
2158,"spezia, l.",,4,4,1,5,4,0
2159,"squires, john r.",,4,4,1,5,4,0
2164,"srivathsa, arjun",,4,4,1,20,4,0
2167,"stanton, r. a.",,4,4,1,8,4,0
2169,"steel, zachary l.",,4,4,1,0,4,0
2179,"stewart, david r.",,4,4,1,9,4,0
2185,"stinson, lani t.",,4,4,1,8,4,0
2189,"stoner, david c.",,4,4,1,4,4,0
2190,"storch, ilse",,4,4,1,4,4,0
2192,"strampelli, paolo",,4,4,1,3,4,0
2196,"struebig, matthew j.",,4,4,1,4,4,0
2198,"stuber, erica f.",,4,4,1,2,4,0
